CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
1728,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,Privada,N,N,N,Faculdade,000000001100205,Porto Velho,RO,Ativa
17352,Faculdade de Educação Memorial Adelaide Franco,FEMAF,Privada,N,N,N,Faculdade,000000002108207,Pedreiras,MA,Ativa
24446,Faculdade de Medicina de Açailândia,,Privada,N,N,N,Faculdade,000000002100055,Açailândia,MA,Ativa
448,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Privada,N,N,N,Centro Universitário,000000004314902,Porto Alegre,RS,Ativa
11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Privada,S,S,N,Universidade,000000002611606,Recife,PE,Ativa
4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,Privada,N,N,N,Faculdade,000000003539301,Pirassununga,SP,Ativa
1928,Faculdade CNEC Capitão Lemos Cunha,null,Privada,S,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
4023,FACULDADE DE TECNOLOGIA DE MAUÁ,FATEC MAUÁ,Pública,N,N,N,Faculdade,000000003529401,Mauá,SP,Ativa
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,null,Privada,N,N,N,Faculdade,000000003554102,Taubaté,SP,Ativa
4630,FACULDADE DE TECNOLOGIA TECMED,TECMED,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Extinta
22606,Faculdade Damásio,Damasio,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
22095,FACULDADE CESUMAR DE CAMPO GRANDE,FACCESUMAR,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Ativa
1917,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Privada,N,N,N,Centro Universitário,000000001100049,Cacoal,RO,Ativa
572,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Pública,N,N,N,Universidade,000000003303302,Niterói,RJ,Ativa
21266,FACULDADE ESTÁCIO DE PASSOS,ESTÁCIO PASSOS,Privada,N,N,N,Faculdade,000000003147907,Passos,MG,Extinta
4773,FACULDADE IBS,IBS,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
24253,Faculdade Invictus,FIRP,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Ativa
4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,null,Privada,N,N,N,Faculdade,000000004208906,Jaraguá do Sul,SC,Ativa
17608,Faculdade de Educação Paulistana,FAEP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
22121,Faculdade de Ciências Médicas de Três Rios,FCM/TR,Privada,N,N,N,Faculdade,000000003306008,Três Rios,RJ,Ativa
5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Pública,N,N,N,Universidade,000000002700300,Arapiraca,AL,Ativa
343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Privada,N,N,N,Centro Universitário,000000003106200,Belo Horizonte,MG,Ativa
17670,Faculdade de Quixeramobim,UniQ,Privada,N,N,N,Faculdade,000000002311405,Quixeramobim,CE,Ativa
24046,Faculdade da Associação Médica Paulista,APM,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
83,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Privada,S,N,N,Universidade,000000004208203,Itajaí,SC,Ativa
1374,FACULDADE DE GUARANTÃ DO NORTE,UNIFAMA,Privada,N,N,N,Faculdade,000000005104104,Guarantã do Norte,MT,Ativa
23866,FACULDADE RESULTADOS,FR,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Ativa
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,Privada,N,N,N,Faculdade,000000002607901,Jaboatão dos Guararapes,PE,Ativa
1934,FACULDADE SINOP,FASIP,Privada,N,N,N,Faculdade,000000005107909,Sinop,MT,Ativa
21680,FACULDADE CEAFI,,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
12946,FACULDADE DE MATO GROSSO,FAMAT,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
1294,Centro Universitário das Américas,CAM,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
15839,FACULDADE PITÁGORAS UNOPAR DE JOÃO PESSOA,null,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
21670,Faculdade Promove de São Paulo,FPSP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2814,FACULDADE SÃO SEBASTIÃO,null,Privada,N,N,N,Faculdade,000000003550704,São Sebastião,SP,Ativa
3837,FACULDADE EVOLUÇÃO,FAEV,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
13663,FACULDADE ISEIB DE BETIM,FISBE,Privada,N,N,N,Faculdade,000000003106705,Betim,MG,Ativa
774,FACULDADE ALVORADA DE INFORMÁTICA E PROCESSAMENTO DE DADOS,FAIPD,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
3838,FACULDADE ESTÁCIO DE JOÃO PESSOA - ESTÁCIO DE JOÃO PESSOA,null,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
4371,FACULDADE PADRE ANCHIETA DE CAJAMAR,null,Privada,N,N,N,Faculdade,000000003509205,Cajamar,SP,Extinta
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,Pública,N,N,N,Universidade,000000002704302,Maceió,AL,Ativa
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública,N,N,N,Universidade,000000005103403,Cuiabá,MT,Ativa
4849,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Privada,N,N,N,Centro Universitário,000000001702109,Araguaína,TO,Ativa
17460,FACULDADE Profissional,FAPRO,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,IIES,Privada,N,N,N,Faculdade,000000003522307,Itapetininga,SP,Ativa
19371,Faculdade Adelina Moura - FAADEMA,FAADEMA,Privada,N,N,N,Faculdade,000000002102325,Buriticupu,MA,Ativa
18696,FACULDADE DYNAMUS DE CAMPINAS,FADYC,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Ativa
23162,Centro de Ensino Superior de Contagem,,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Extinta
2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,FAESF,Privada,N,N,N,Faculdade,000000002203909,Floriano,PI,Ativa
25552,FACULDADE FASIPE PANTANAL,FASIPE,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
1639,FACULDADE HÉLIO ROCHA,FHR,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
1980,FACULDADE SINERGIA,SINERGIA,Privada,N,N,N,Faculdade,000000004211306,Navegantes,SC,Ativa
705,CENTRO UNIVERSITÁRIO SÃO JOSÉ,UNISJ,Privada,N,N,N,Centro Universitário,000000003304557,Rio de Janeiro,RJ,Ativa
22420,FACULDADE UNIRB - MACEIO,Faculdade Unirb,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Ativa
22246,"Faculdade do Amazonas de Ensino, Pesquisa e Inovação",FAMEPI,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
19909,Faculdade ICTQ/PGE,ICTQ/PGE,Privada,N,N,N,Faculdade,000000005201108,Anápolis,GO,Ativa
1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000003301009,Campos dos Goytacazes,RJ,Ativa
1708,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,Privada,N,N,N,Centro Universitário,000000002611606,Recife,PE,Ativa
24381,FACULDADE GEORGINA,FAGEO,Privada,N,N,N,Faculdade,000000002302602,Camocim,CE,Ativa
1927,Ugv Centro Universitário,null,Privada,N,N,N,Centro Universitário,000000004128203,União da Vitória,PR,Ativa
14169,Faculdade Presidente Antônio Carlos de Itambacuri,null,Privada,N,N,N,Faculdade,000000003132701,Itambacuri,MG,Extinta
849,FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA,FAJE,Privada,N,S,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
23002,Faculdade de Tecnologia e Ciências - FTC N. Sra. do Socorro,FTC N S Socorro,Privada,N,N,N,Faculdade,000000002804805,Nossa Senhora do Socorro,SE,Ativa
3227,FACULDADE DE SISTEMA DE INFORMAÇÃO,ITPAC,Privada,N,N,N,Faculdade,000000001702109,Araguaína,TO,Extinta
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública,N,N,N,Universidade,000000002408003,Mossoró,RN,Ativa
2034,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA,ITPAC,Privada,N,N,N,Faculdade,000000001702109,Araguaína,TO,Extinta
18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Pública,N,N,N,Universidade,000000002903201,Barreiras,BA,Ativa
17632,Faculdade CESUMAR de Londrina,FAC-CESUMAR,Privada,N,N,N,Faculdade,000000004113700,Londrina,PR,Ativa
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,FATEC BT,Pública,N,N,N,Faculdade,000000003507506,Botucatu,SP,Ativa
2355,FACULDADE ANHANGUERA DE MATÃO,null,Privada,N,N,N,Faculdade,000000003529302,Matão,SP,Ativa
18462,FACULDADE PROMOVE DE CURVELO,FACURVELO,Privada,N,N,N,Faculdade,000000003120904,Curvelo,MG,Ativa
5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000004202404,Blumenau,SC,Ativa
3495,FACULDADE PINHALZINHO,HORUS,Privada,N,N,N,Faculdade,000000004212908,Pinhalzinho,SC,Ativa
12620,FACULDADE SETE LAGOAS,FACSETE,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Ativa
1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,UNIGRANDE,Privada,N,N,N,Centro Universitário,000000002304400,Fortaleza,CE,Ativa
1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada,N,N,N,Centro Universitário,000000003501608,Americana,SP,Ativa
5023,FACULDADE SANTO AUGUSTO,FAISA,Privada,N,N,N,Faculdade,000000004317806,Santo Augusto,RS,Extinta
14313,NOVA FACULDADE,NF,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Ativa
19475,Faculdade Docktor,FADOCKTOR,Privada,N,N,N,Faculdade,000000003143906,Muriaé,MG,Ativa
1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,FATEF,Privada,N,N,N,Faculdade,000000003551009,São Vicente,SP,Ativa
753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,FACHUSC,Pública,N,N,N,Faculdade,000000002612208,Salgueiro,PE,Ativa
370,FACULDADE PAULISTA DE ARTES,FPA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
24209,Faculdade Soberana de Jacobina,Soberana,Privada,N,N,N,Faculdade,000000002917508,Jacobina,BA,Ativa
82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Privada,S,N,N,Universidade,000000004209003,Joaçaba,SC,Ativa
22249,FACULDADE DE DIREITO ATAME,ATAME,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
1229,INSTITUTO DE ENSINO SUPERIOR DO NORDESTE,IESNE,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Extinta
4777,FACULDADE KENNEDY DE BELO HORIZONTE,FKBH,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1827,FACULDADE LUTERANA DE TEOLOGIA,FLT,Privada,N,N,N,Faculdade,000000004215802,São Bento do Sul,SC,Ativa
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,Privada,N,N,N,Centro Universitário,000000002507507,João Pessoa,PB,Ativa
17744,Faculdade Estácio de Manaus,Estácio Manaus,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Extinta
2091,INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER,ISEPS,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
4185,FACULDADE PERUIBE,FPBE,Privada,N,N,N,Faculdade,000000003537602,Peruíbe,SP,Ativa
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Privada,S,N,N,Faculdade,000000002611606,Recife,PE,Ativa
1452,FACULDADE ANHANGUERA DO MARANHÃO,null,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
18623,FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO,FESCEMP,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
21112,Faculdade XP Educação - IGTI,XPE,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
2076,CENTRO UNIVERSITÁRIO UNIRB,UNIRB,Privada,N,N,N,Centro Universitário,000000002927408,Salvador,BA,Ativa
5124,FACULDADE FACMIL,null,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Ativa
14148,Faculdade Presidente Antônio Carlos de Mariana,FAPAM,Privada,N,N,N,Faculdade,000000003140001,Mariana,MG,Ativa
21288,FACULDADE ESTÁCIO DE SÃO JOSÉ DOS PINHAIS,,Privada,N,N,N,Faculdade,000000004125506,São José dos Pinhais,PR,Extinta
1092,FACULDADES INTEGRADAS DE BAURU,FIB,Privada,N,N,N,Faculdade,000000003506003,Bauru,SP,Ativa
1241,FACULDADE ESPÍRITO SANTENSE DE ENSINO TECNOLÓGICO,FAESTE,Privada,N,N,N,Faculdade,000000003201308,Cariacica,ES,Extinta
2911,FACULDADE PAN AMAZÔNICA,FAPAN,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
19788,FACULDADE ANHANGUERA DE PARAUAPEBAS,,Privada,N,N,N,Faculdade,000000001505536,Parauapebas,PA,Ativa
4784,FACULDADE CDL,null,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Pública,N,N,N,Universidade,000000001506807,Santarém,PA,Ativa
24526,Faculdade Endex,Endex,Privada,N,N,N,Faculdade,000000003152501,Pouso Alegre,MG,Ativa
3896,Faculdade Paulista de Comunicação,FEPAC,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
17749,Faculdade América,América,Privada,N,N,N,Faculdade,000000003201209,Cachoeiro de Itapemirim,ES,Ativa
994,Faculdade de Duque de Caxias,FDC,Privada,N,N,N,Faculdade,000000003301702,Duque de Caxias,RJ,Ativa
4959,FACULDADE ANHANGUERA DE FEIRA DE SANTANA,null,Privada,N,N,N,Faculdade,000000002910800,Feira de Santana,BA,Ativa
